,House Title,Location,Date,Link,Price,Bedrooms,Sqft,House Description
1411,Professional couple looking for housing,Burnaby/New West,Jul 31,https://vancouver.craigslist.org/bnc/hou/d/professional-couple-looking-for-housing/6946586173.html,0,,800.0,"

QR Code Link to This Post


My Fiance and I are looking to rent a basement suite or house/townhouse as soon as possible. We are both very professional, reliable and responsible. I am a PhD Student at UBC and do my research in Pathology at BC Children's Hospital. He is a certified crane operator. We are quiet and enjoy our time in during the weekends. Non-partiers, non-smokers. We both are very busy with work so we are going to treat our place as a relaxing home and not a dorm...We have one older cat that is very well trained and quiet/shy. He will only go out when we are at home and during the day time. 

Hoping to have a place over 800 sq ft, (2 bedrooms or 1 bedroom one den) and a renovated/new kitchen with stainless steel appliances (we both love cooking and a nice kitchen is a must). I am happy to provide employer references/landlord references and a credit check. Also, I can provide a lot of pet references :) 

We are looking for a place close to the highway/easy access to both Vancouver and the Fraser Valley since he works out that way. New West/Burnaby. 

Feel free to contact me (text/email).

Thanks for your interest!    "
1412,1 BEDROOM- GREAT LOCATION,New Westminster,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-1-bedroom-great-location/6942158589.html,1535,1,850.0,"

QR Code Link to This Post


Massey Place Apartments features, house-sized suites in excellent New Westminster location. Imagine the convenience of living: 
-	Walking distance to shopping and school
-	5 minutes driving to either Burnaby or Surrey
-	A stroll away from the famous Queens Park
-	Steps away from Canada Games Pool
Massey Place features newly remodelled and un-remodeled low-rise homes with breathtaking views. Walk to the New Westminster Royal Mall, Queens Park and Safeway. Nestled on the New Westminster's prestigious, pristine McBride Blvd, Massey Place combines convenience with affordability.
Apartment features:

- Magnificent picture windows
- Spacious, bright floor plans
- Carpets throughout
- Abundant counter space & in suite storage 
- Roomy walk-in & linen closets
- Wheel chair access
- Heat & hot water included
- Outdoor pool

Community Features:

-	Covered & uncovered parking
-	Laundry facility & machines -- smart card operated
-	Cable & internet ready
-	Nestled in a quiet, prestigious neighbourhood
-	Centrally located 
-	Near shopping, attractions & restaurants
-	Near Sky Train station
-	Just 7 minutes to Douglas College
-	Close to parks & recreation centres
-	Resident orientated & professional staff    "
1413,Professional couple looking for housing,Burnaby/New West,Jul 31,https://vancouver.craigslist.org/bnc/hou/d/professional-couple-looking-for-housing/6946575932.html,0,,800.0,"

QR Code Link to This Post


My Fiance and I are looking to rent a basement suite or house/townhouse as soon as possible. We are both very professional, reliable and responsible. I am a PhD Student at UBC and do my research in Pathology at BC Children's Hospital. He is a certified crane operator. We are quiet and enjoy our time in during the weekends. Non-partiers, non-smokers. We both are very busy with work so we are going to treat our place as a relaxing home and not a dorm...We have one older cat that is very well trained and quiet/shy. He will only go out when we are at home and during the day time. 

Hoping to have a place over 800 sq ft, (2 bedrooms or 1 bedroom one den) and a renovated/new kitchen with stainless steel appliances (we both love cooking and a nice kitchen is a must). I am happy to provide employer references/landlord references and a credit check. Also, I can provide a lot of pet references :) 

We are looking for a place close to the highway/easy access to both Vancouver and the Fraser Valley since he works out that way. New West/Burnaby. 

Feel free to contact me (text/email).

Thanks for your interest!    "
1414,Your new Office awaits you at Metrotower II !!!,Metrotown,Jul 31,https://vancouver.craigslist.org/bnc/off/d/burnaby-your-new-office-awaits-you-at/6946551781.html,1935,,,"

QR Code Link to This Post


Just $1935/month on a 24-month agreement !!!
An interior office with a window into the hallway !!!
You’ve seen the commercials,  you’ve heard our radio ads,  now it’s time to see Regus office space for yourself !!! 
Your office comes with : 
- High quality office furniture and seating 
- Utilities and nightly janitorial included 
- Receptionist and Reception area 
- High speed internet 
- Phone system and phone answering available 
- And FREE access to over 3,000 business cafe’s and lounge.  
QUICK ! THIS OFFICE WON’T LAST !!! 
CALL TODAY !!! For more information – call  show contact info
 to schedule a tour !!! 
*** PROMO CODE : 1540 - 2633 *** 

Office space Burnaby -- Burnaby business -- Office rentals Burnaby -- Burnaby  -- Small business Burnaby -- Metrotown offices - Metrotower Offices - virtual offices - part time office- work from home- satellite offices- furnished offices- shared offices- shared space- executive offices - executive space - small office space- flex space- temporary office - short term office- full time office - private office -swing space- daily rentals- hourly rentals- reception service- professional answering service- administrative support - onsite receptionist - managed space - managed offices- meeting rooms    "
1415,Furnished 4 Bedroom + 4 Bath House W/Mountain & Lake View,Burnaby Lake,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/burnaby-furnished-4-bedroom-4-bath/6927097767.html,3500,4,3200.0,"

QR Code Link to This Post


Burnaby Lakes area, nice floor plan with Mountain & Lake View.  
This 4 bedrooms 4 baths home is located in a quiet cuil-de-sac. Fenced yard.  Close to Metrotown, Schools.  


Available: Sep 1st, 2019

Furnished: YES 

Rent: $3500/Month 

Property Type:  2 Story HOUSE (Main Floor and 2nd Floor)  

Features:
-Bedrooms:  4
-Bathrooms: 4 
-Finished area: 3200 sqft
-Flooring: Mixed 
-Heating: baseboard/hot water 
-Parking: 1 Covered Parking 
-En-suite Laundry:  YES 
-Deposits: Half a month security deposit. 
-Lease term: Minimum one year lease. 
-Utilities: NOT included (shared with Bsmt)
-Tenant Insurance: Required 
-Pets: NO, sorry 



Location:

- Adjacent to Hwy 1, Canada Way, Burris St. Imperial Street
-Step to Robert Burnaby Park, Robert Burnaby Outdoor Pool (May-September summer time)
- mins to Burnaby Lake, Deer Lake Park, Shadbolt Centre for the Arts, Burnaby Village Museum, Deer Lake 
   Boat Rentals 

Absolutely No Smoking Please, credit / reference check will be done after receiving the application. 

"
1416,Central Metrotown Furnished 1 Bed+1 Bath Apartment Rent,Burnaby,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/burnaby-central-metrotown-furnished-1/6946498914.html,2290,1,691.0,"

QR Code Link to This Post


The location! Walk to Metrotown SkyTrain station or the mall. Hi-rise unit gives you excellent view of Central Park and City to the west, sea to the south, and mountain in the north horizon. This 690+ sq. Ft with 1 bedroom and 1 bathroom inside equipped with modern, high end appliances, enclosed garage in the underground parking area. 
Rent: $2,290/M, 1 Year Lease
Address: 6658 Dow Ave, Burnaby, V5H 0C7
Sqft: 691	
Bedrooms: 1 Bathrooms: 1
In suite Laundry: yes
Parking: 1 Locker: 1
No smoking and no pets please.
Utilities: Not Include Electricity and Internet
Address: 6658 Dow Ave, Burnaby, V5H 0C7
*References and credit/Employment check are required*
Please Text  show contact info
 (Includes word ""Metrotown"") Thank you.    "
1417,1 bedroom  updated!,New Westminster,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/1-bedroom-updated/6946504456.html,1590,1,,"

QR Code Link to This Post


Updated apartment available September 1st. Stainless steel Apliances.  Electric fireplace for those cozy fall and winter evenings. Corner unit with wrap around balcony. Pets allowed (w/restrictions +   deposit) . Steps to new west skytrain station, shopping and Douglas college. Good neighbourhood!  Half months rent for damage deposit. Secure parking stall and storage unit.
Heat and hot water included.
Open house Sunday August 11th 12-2    "
1418,Let's make it happen !!! Schedule a FREE Tour Today !!!,Metrotown,Jul 31,https://vancouver.craigslist.org/bnc/off/d/burnaby-lets-make-it-happen-schedule/6946479817.html,2369,,,"

QR Code Link to This Post


Just $2369/month on a 24-month agreement !!!
An interior office located in a quiet part of the business centre !!!
Get a private Office on flexible terms 
Get an Office in the NICEST and well situated Business Center in the heart of Burnaby.  
Everything you need in one place :   
- Well Appointed Furniture 
- Heat, Hydro, Cleaning, Air Conditioning 
- Choices of Hot Gourmet Beverages for you and your guests (Tea/Coffee/Latte/Cappuccino/) 
- Business Cafe area with Wi-fi 
- Granite counter Kitchen with stainless steel appliances 
- Beautiful Reception and waiting area 
- Friendly, trained staff to handle your call, meet and greet your clients and serve them a gourmet beverage while they wait for you. 
- Parking available 
- GYM available with cardio area, weights area, stretching area, showers, separate changing rooms. 
- Access to 3,000 lounges anywhere in the world  
- Disaster Recovery - What if your office becomes unworkable for any reason - we find you a new space within 24 hours 
Call  show contact info
  - for more details. !!! 
*** PROMO CODE : 1540 - 2618 *** 

Office space Burnaby -- Burnaby business -- Office rentals Burnaby -- Burnaby  -- Small business Burnaby -- Metrotown offices - Metrotower Offices - virtual offices - part time office- work from home- satellite offices- furnished offices- shared offices- shared space- executive offices - executive space - small office space- flex space- temporary office - short term office- full time office - private office -swing space- daily rentals- hourly rentals- reception service- professional answering service- administrative support - onsite receptionist - managed space - managed offices- meeting rooms    "
1419,1br -Bright large clean 1 bedroom Suite. Fantastic,North Burnaby,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/burnaby-1br-bright-large-clean-1/6946477119.html,1550,1,1000.0,"

QR Code Link to This Post


Available: Sept 1st, 2019
Rent: $1550.00

Bedroom: 1
Bathroom: 1
Laundry: Yes

Deposits: 1/2 month rent for damage deposit
Lease Term: 1 year lease 
Absolutely No Smoking Please, credit / reference check will be done after receiving the application. 

Included items: Fridge, stove, oven, washer and dryer

Not Included: Utilities, cable or internet

LOCATION: Fantastic location! Minutes away from shops and restaurants, Gilmore Community Elementary, Confederation Park and Community Centre, Burnaby North Highschool, Eileen Daily Leisure pool + fitness, Burnaby Library.    "
1420,Here comes the sun !!! Your new Office awaits you !!!,Metrotown,Jul 31,https://vancouver.craigslist.org/bnc/off/d/burnaby-here-comes-the-sun-your-new/6946469704.html,1935,,,"

QR Code Link to This Post


Just $1935/month on a 24-month agreement !!!
An interior office with a window into the hallway !!!
An upscale business centre in the heart of Metrotown - REGUS METROTOWN !!!    
Work at a business building close to home and near the Metrotown shopping mall.  
Whatever your business needs are, with Regus professional work suites you can easily: 
. Access to high speed Internet connection, phone, administrative and IT support  
· Meet in a professional conference meeting rooms  
· Use private offices by the hour or the day  
· Access to 3,000 Business lounges and cafe's worldwide  
· A professional welcome to all your visitors  
· Access to all our remote centers while you're travelling  
Limited availability!   
Call us today @  show contact info
  to schedule a tour !!! 
*** PROMO CODE : 1540 - 2630 ***

Office space Burnaby -- Burnaby business -- Office rentals Burnaby -- Burnaby  -- Small business Burnaby -- Metrotown offices - Metrotower Offices - virtual offices - part time office- work from home- satellite offices- furnished offices- shared offices- shared space- executive offices - executive space - small office space- flex space- temporary office - short term office- full time office - private office -swing space- daily rentals- hourly rentals- reception service- professional answering service- administrative support - onsite receptionist - managed space - managed offices- meeting rooms    "
1421,Last Day to Get Your Private Office With a Discount!,200-4170 Still Creek Dr. Burnaby,Jul 31,https://vancouver.craigslist.org/bnc/off/d/burnaby-last-day-to-get-your-private/6946461434.html,0,,,"

QR Code Link to This Post


Need An Office Space Now? No Worries!!! We offer you a great image with a dedicated office space the size you want from the time you want it! 
What's even better, get an extra 10% off our lowest price! Hurry, deal only last until TODAY!*


Office 251 
Three person window office was $2181/month, get it before Jul 31st for only $1965/month!* 


Here are some of many services that Regus offers: 


► High quality office furniture 
► Fully stocked and equipped business café and business lounge 
► Color copier/ scanner/ printer/fax 
► Professional boardrooms and meeting rooms available 
► High speed internet access 
► Multi-line telephone handset 
► Live professional receptionist mainline answering 
► Administrative support team 



Call Declan today at  show contact info
 to book a free tour or for further information! 

*Base on the two year contract    "
1422,Celebrate Civic Holiday with a new Office Space !!!,Metrotown,Jul 31,https://vancouver.craigslist.org/bnc/off/d/burnaby-celebrate-civic-holiday-with/6946458380.html,1935,,,"

QR Code Link to This Post


Just $1935/month on a 24-month agreement !!!
An interior office with a window into the hallway !!!
Impress your clients !!!  
Regus Business Centres. More than just a place to work !!! 
We're located in Burnaby at Metrotower II, Suite 2600, 4720 Kingsway Ave. 
Everything you need in one place : 
- a welcoming reception area for you & your visitors 
- ready to use offices, complete with contemporary, comfortable furniture 
- enterprise class internet 

- communications infrastructure fully installed 
- business lounges & cafes 
- meeting & training rooms readily available 
- the latest office equipment on hand for you to use 
- video communications facilities 
- fully stocked kitchens with a choice of refreshments 
- on-site support teams 
- print, copy & scanning facilities 
Call us today @  show contact info
  to schedule a tour !!! 
*** PROMO CODE : 1540 - 2632 ***

Office space Burnaby -- Burnaby business -- Office rentals Burnaby -- Burnaby  -- Small business Burnaby -- Metrotown offices - Metrotower Offices - virtual offices - part time office- work from home- satellite offices- furnished offices- shared offices- shared space- executive offices - executive space - small office space- flex space- temporary office - short term office- full time office - private office -swing space- daily rentals- hourly rentals- reception service- professional answering service- administrative support - onsite receptionist - managed space - managed offices- meeting rooms    "
1423,10% Off Your Private Office Space Today!,200-4170 Still Creek Dr. Burnaby,Jul 31,https://vancouver.craigslist.org/bnc/off/d/burnaby-10-off-your-private-office/6946456513.html,690,,,"

QR Code Link to This Post


Need An Office Space Now? No Worries!!! We offer you a great image with a dedicated office space the size you want from the time you want it! 
What's even better, get an extra 10% off TODAY!


Office 239
Two person office was $764/month, get it before Jul 31st for only $690/month!* 


Here are some of many services that Regus offers: 


► High quality office furniture 
► Fully stocked and equipped business café and business lounge 
► Color copier/ scanner/ printer/fax 
► Professional boardrooms and meeting rooms available 
► High speed internet access 
► Multi-line telephone handset 
► Live professional receptionist mainline answering 
► Administrative support team 



Call Declan today at  show contact info
 to book a free tour or for further information! 

*Base on the two year contract    "
1424,TODAY ONLY! Get 10% Off for a Private Office!,200-4170 Still Creek Dr. Burnaby,Jul 31,https://vancouver.craigslist.org/bnc/off/d/burnaby-today-only-get-10-off-for/6946444024.html,785,,,"

QR Code Link to This Post


Need An Office Space Now? No Worries!!! We offer you a great image with a dedicated office space the size you want from the time you want it! 

What's even better, get an extra 10% off TODAY ONLY!*

Office 259 
Three person office was $868/month, get it before Jul 31st for only $785/month!* 

Here are some of many services that Regus offers: 


► High quality office furniture 
► Fully stocked and equipped business café and business lounge 
► Color copier/ scanner/ printer/fax 
► Professional boardrooms and meeting rooms available 
► High speed internet access 
► Multi-line telephone handset 
► Live professional receptionist mainline answering 
► Administrative support team 



Call Declan today at  show contact info
 to book a free tour or for further information! 

*Base on the two year contract    "
1425,Edmonds station 2 bedroom 2 bathroom condo,Edmonds,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/burnaby-edmonds-station-2-bedroom-2/6935648770.html,2100,2,780.0,"

QR Code Link to This Post


stylish community in the heart of Burnaby's sought after ednonds station area Most desirable South west exposure. Walk to elementary and high school. This spacious 2 bedroom home features a smart open plan layout. Also included are residents only amenities such as fully equipped fitness, yoga studio and social lounge. Call or text Philip at  show contact info
 . Team 3000 Property Management LTd    "
1426,One bedroom suite with private entrance,Coquitlam/Lougheed Mall,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/coquitlam-one-bedroom-suite-with/6946401297.html,1200,1,700.0,"

QR Code Link to This Post


We have a newly renovated spacious furnished one bedroom suite available with a private entrance, full bathroom, kitchenette (hot plate and microwave, for someone who does not cook), dining area, and washer/dryer. The bedroom is very large. Rent is $1200 and includes utilities.

No pets, no smoking, no drugs including marijuana and no loud parties are permitted.

To book a viewing, please reply with a contact number and a brief description of yourself.    "
1427,1 Bedroom with Hardwood Floors,3 Ave Newwestminster,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-1-bedroom-with-hardwood/6946400587.html,1300,1,700.0,"

QR Code Link to This Post


Spacious, Well Kept 1 Bedroom Suite.  

3rd Floor.  

Hardwood Floors, & Renovated Bathroom 

$1300 Including Parking & Hot Water

No Pets/ No Smoking
"
1428,1 Bedroom Suite in New House,new westminster,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-1-bedroom-suite-in-new/6927476323.html,1295,1,,"

QR Code Link to This Post


One Bedroom basement suite in new house. Available September 1 or sooner.

Short Walk to transit, shopping center, schools etc. 

Monthly rent of $1295 plus 1/4 electrical utilities. No Pets and No Smoking. Suitable for 1 person. 

Text me your information at  show contact info
 .    "
1429,Bright 1BR @ The Sapperton in Brewery District (New Westminster),N/A,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-northeast-bright-1br/6946358585.html,1775,1,535.0,"

QR Code Link to This Post


Centrally located bright one bedroom apartment in The Sapperton at Brewery District. Great location within walking distance of everyday essentials including 250M walk to Sapperton Skytrain station, Save On Foods, Shoppers Drug Mart, health and wellness services and much more

Address: Unit #1210-200 Nelson's Crescent, New Westminster
Price/month: $1775 
Available: September 1, 2019
Type of Property: Condo
Area:  535sf indoor and 165sf deck
Bedrooms: 1
Bathrooms: 1
Appliances: Fridge, stove, dishwasher, washer and dryer
Parking: 1 stall 
Storage Locker: 1 available 
Smokers:  Non-smokers only
Pets: Willing to consider dependent on the applicant and pet
Lease Term: 1 year (1/2 month rent deposit for damage deposit and pet deposit if applicable)
Building Amenities:  Outdoor area including shared garden plots, play area, view terrace, large green space, outdoor dining area, and social space, exclusive access to 10,000+ sq.ft. of amenities at Club Central, including fitness center and spacious rooftop terrace with lounge, fireplace, BBQ, and dining area

***Preference will go to those who can provide good references and proof of work or Record of Employment. Additional terms to be discussed further application process.

Contact: Please call or text for viewing and inquiry.

"
1430,FURNISHED 2 BR - EXECUTIVE SUITE [HIGH QUALITY FURNISHING],BURNABY,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/burnaby-furnished-2-br-executive-suite/6931332294.html,2000,2,825.0,"

QR Code Link to This Post


2 BR Executive independent fully Furnished Suite at a great location available from September 1, 2019 

Annual Lease $2000/- can do 8 months Lease $2100
Can do shorter Lease of min 2 months @2500/- per month for Tourist / Visitors

 A MUST SEE!!!! Quality Furnishing

 BEST FOR STUDENTS CAN SHARE if 2 Sharing $2000 if (3 students sharing - $2100) - OR SMALL FAMILY

 Direct Bus # 144 to SFU BCIT 5-7 minutes drive

 The master bedroom is furnished with a queen size designer bed
 Second Bedroom also with Queen size BED. 
 Good Size Living Room with Sofa set, Dining table with chairs, Central Table

 Non smoking home. Close to all amenities like school transit and restaurants and shops
 Fully fenced front & back yard. The bathroom has full size tub and showers.
 All kitchen needs - Pots & Pans, microwave etc. all available what u need

 Wi-Fi and cable with flat screen TV included in the rent

 5 mins drive to Biggest shopping Mall -Metro town, Burnaby Hospital, BCIT, High Gate Mall

 Great for Students!! New Immigrants, Tourists, people with change of locations!!

 Call Shammi on  show contact info
"
1431,2BR FULLY FURNISHED - JUST COME WITH SUITCASES,BURNABY NEAR METROTOWN,Jul 31,https://vancouver.craigslist.org/bnc/vac/d/burnaby-2br-fully-furnished-just-come/6931332950.html,2000,2,825.0,"

QR Code Link to This Post


Fully Furnished 2BR independent suite available from SEPTEMBER 1, 2019

Both bedrooms has queen size beds with orthopedic mattresses. 

Sofa set and Dining table. Quality Furniture

All pots and pans, equipped Kitchen.

Washer Dryer

Security Alarm System

Fully fenced Yard 

Flat screen TV with Cable, Wi-Fi

Nearly newly constructed house

Annual Lease $2000/per month
8 MONTHS LEASE $2100/per month
Six months Lease $2200/per month

 Call Shammi  show contact info
"
1432,FULLY FURNISHED 2 BR SUITE - FOR STUDENTS OR SMALL FAMILY,BURNABY,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/burnaby-fully-furnished-2-br-suite-for/6931333626.html,2000,2,825.0,"

QR Code Link to This Post


Location: Upper Dear Lake area, Burnaby

• Rent: $2,000/month for Annual Lease. $2100 for 8 months Lease
• Availability: September 01, 2019
• Furnished: Fully Furnished
• Bedroom: 2 Bedroom
• Bathroom: 1 Bathroom
• Area: 825 sq. ft.
• Pets: No
• Parking: Yes; Street parking
• Utilities: Included
• Occupants: 2; $100/month surcharge for additional occupant (4 max)
• Lease Term: Minimum 8 months to 1 year fixed term

General: 
Washer /Dryer 
Heating 
Internet Wi-Fi
Cable with flat screen TV 

Legal Street Parking 

Kitchen:
Dishes & Utensils 
Microwave Oven 
Refrigerator 
Stove 
Toaster 

Dining Area with Dining Table and 3 chairs
seating for 3 people

Quality furniture, orthopedic mattresses. A must see to appreciate 

Bathroom :combination tub/shower 

Call  show contact info
 for Appointment.
"
1433,FURNISHED 2 BR - EXECUTIVE SUITE [HIGH QUALITY FURNISHING],BURNABY,Jul 31,https://vancouver.craigslist.org/bnc/vac/d/burnaby-furnished-2-br-executive-suite/6946279465.html,2000,2,825.0,"

QR Code Link to This Post


2 BR Executive independent fully Furnished Suite at a great location available from September 1, 2019 

 Annual Lease $2000/- can do 8 months Lease $2100
 Can do shorter Lease of min 2 months @2500/- per month for Tourist / Visitors

A MUST SEE!!!! Quality Furnishing

BEST FOR STUDENTS CAN SHARE if 2 Sharing $2000 if (3 students sharing - $2100) - OR SMALL FAMILY

Direct Bus # 144 to SFU BCIT 5-7 minutes drive

The master bedroom is furnished with a queen size designer bed
Second Bedroom also with Queen size BED. 
Good Size Living Room with Sofa set, Dining table with chairs, Central Table

Non smoking home. Close to all amenities like school transit and restaurants and shops
Fully fenced front & back yard. The bathroom has full size tub and showers.
All kitchen needs - Pots & Pans, microwave etc. all available what u need

Wi-Fi and cable with flat screen TV included in the rent

5 mins drive to Biggest shopping Mall -Metro town, Burnaby Hospital, BCIT, High Gate Mall

Great for Students!! New Immigrants, Tourists, people with change of locations!!

Call Shammi  show contact info
"
1434,2BR FULLY FURNISHED - JUST COME WITH SUITCASES,BURNABY,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2br-fully-furnished-just-come/6946277747.html,2000,2,825.0,"

QR Code Link to This Post


Fully Furnished 2BR independent suite available from SEPTEMBER 1, 2019

 Both bedrooms has queen size beds with orthopedic mattresses. 

 Sofa set and Dining table. Quality Furniture

 All pots and pans, equipped Kitchen.

 Washer Dryer

 Security Alarm System

 Fully fenced Yard 

 Flat screen TV with Cable, Wi-Fi

 Nearly newly constructed house

 Annual Lease $2000/per month
 8 MONTHS LEASE $2100/per month
 Six months Lease $2200/per month

Call Shammi  show contact info
"
1435,FULLY FURNISHED 2 BR SUITE - FOR STUDENTS OR SMALL FAMILY,BURNABY NEAR METROTOWN,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/burnaby-fully-furnished-2-br-suite-for/6946275944.html,2000,2,825.0,"

QR Code Link to This Post


Location: Upper Dear Lake area, Burnaby

• Rent: $2,000/month for Annual Lease. $2100 for 8 months Lease
• Availability: September 01, 2019
• Furnished: Fully Furnished
• Bedroom: 2 Bedroom
• Bathroom: 1 Bathroom
• Area: 825 sq. ft.
• Pets: No
• Parking: Yes; Street parking
• Utilities: Included
• Occupants: 2; $100/month surcharge for additional occupant (4 max)
• Lease Term: Minimum 8 months to 1 year fixed term

 General: 
 Washer /Dryer 
 Heating 
 Internet Wi-Fi
 Cable with flat screen TV 

 Legal Street Parking 

 Kitchen:
 Dishes & Utensils 
 Microwave Oven 
 Refrigerator 
 Stove 
 Toaster 

 Dining Area with Dining Table and 3 chairs
 seating for 3 people

 Quality furniture, orthopedic mattresses. A must see to appreciate 

 Bathroom :combination tub/shower 

 Call  show contact info
 for Appointment.    "
1436,New ground level 2 bedroom Suite,Deer Lake,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/burnaby-new-ground-level-2-bedroom-suite/6946191672.html,1600,2,,"

QR Code Link to This Post


This Deer Lake suite is a:

-  5 min walk to Burnaby city hall
-  15 min walk to Metrotown 
-  5 min walk to BCIT
-  2 min walk to the 110 bus stop

Features: 
-Custom cabinetry with granite countertops
-Large windows
-9 ft ceilings
-Porcelain tile and laminate flooring throughout
-Private entry



If interested, please have the following info ready:
- number of occupants 
- employment/school info for each occupant
"
1437,2 Bdr Suite,Lakeview,Jul 31,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2-bdr-suite/6946191748.html,1600,2,950.0,"

QR Code Link to This Post


2 Bedroom, 1 living room and 1 washroom suite. 

Features: 

-Private entry
-950 sf
- Brand new stainless steel appliances and dishwasher
- Quartz countertops in kitchen and washroom
- Closet cabinetry (both bedrooms)
- 6 inch pine crown and baseboard moulding 
- 6 large windows with 1 ft wide window sills
- 12.4 mm plank laminate flooring 
-All new ultra low energy, 4x bright LED lights
-Individual electrical panel and meter
-Interconnected fire, gas and smoke alarm systems
-Utilities included

Nearby
-123 and 106 bus stops (7 min walk)
- Edmonds skytrain (15 min bus)
- New West skytrain station (16 min bus)
- Metrotown (20 min bus / 10 min drive)
- BCIT (15 min bus)
- SFU (15 min drive) 


* no pets
* no smoking


"
1438,Charming House in Quiet Central Location,"Burnaby, Deer Lake Place",Jul 31,https://vancouver.craigslist.org/bnc/apa/d/burnaby-charming-house-in-quiet-central/6946189131.html,3250,6,3700.0,"

QR Code Link to This Post


Beautiful and Clean 6 BDR House + Large Office, Double Garage, plus extra 2 P Spots, F/P, Large Patio, Park like Private Backyard, Mountain View, Preferred neighbourhood, Block Watch, Worry Free, Excellent Location;
No Smoking (any kind); No partyers.
Small dog or cat may be ok. Preference: Family
Lease; Landlord and Work Referrals. Credit Score.
Available September 1st
Email with Number of people would stay, planned length of stay, and more details.

Burnaby Central Vancouver B.C., Safe Deer Lake Place, 
Close to BCIT, 10 minutes to Costco or Metrotown or CG Brown Pool, 
2 blocks to bus station (to SFU ...)    "
1439,4 Rooms for International Student or Small Family- Ground floor,Burnaby,Jul 31,https://vancouver.craigslist.org/bnc/roo/d/burnaby-4-rooms-for-international/6946187814.html,575,,,"

QR Code Link to This Post


4162 Manor Street -Ground floor 4 rooms

We are looking for 4 international students (female preferred) or small family to rent 4 rooms on the ground floor. 

2 minutes walk from Southbound Gilmore Diversion Bus Stop for BUS #129 @ Manor St
Close to Gilmore station (10 minutes walk)
Close to BCIT 
There is a shared laundry machine and dryer on site included in rent
NO pets or couples
If the ad is posted, the room is available 


International Students only.
$575 per room 


Contact me with details about yourself: 

How long you plan to rent 
Are you a student 
Where are you from 
Where is your school and what do you study 
Your age

Please text landlord  show contact info

"
1440,"2BR/BTH, completely BRAND NEW BUILDING!",Metrotown,Jul 30,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2br-bth-completely-brand-new/6946180801.html,2500,2,806.0,"

QR Code Link to This Post


Convenient Central Burnaby location, completely BRAND NEW BUILDING!

Available August 1, 2019

Features (all BRAND NEW):
-	2 Bed, 2 Bath, 806 sq ft, unfurnished unit, A/C
-	Hotel-inspired, boutique building (not a mega tower)
-	Oversized double-sided balcony, NE facing (quiet, garden side and Marlborough)
-	Parking: 1 secure underground stall + 1 bicycle/storage locker
-	Laundry: washer/dryer in suite
-	Kitchen: 5-burner gas cooktop, convection wall over, dishwasher, quartz countertop
-	Washrooms: Brightly lit, large mirror and medicine cabinet, rain showerhead/hand-held wand, quartz countertops, porcelain sink and tiles
-	Laminate flooring throughout unit

Amenities:
-	Dining/social hall, guest suite, games room, music room, meeting room
-	Outdoor social lounge 
-	Private gardening plots
-	Fitness centre, yoga/dance studio
-	Car wash 
-	Bike repair studio

Location:
-	Address: 5051 Imperial Street, Burnaby
-	Skytrain/bus: 6 min walk to Royal Oak, 10 min walk to Metrotown station
-	Metrotown, Crystal Mall, Burnaby Public Library, Bonsor Recreation Complex
-	Kingsway restaurants (Cactus, Earls, Boston Pizza, various sushi and Korean BBQ, various Chinese cuisines)
-	Schools: Maywood Community School (K-7), Burnaby South Secondary (8-12), BCIT (7 min drive)

Lease Terms: 
-	$2,500/month, minimum 1 year lease
-	Water/garbage included, hydro and internet/cable not included
-	Deposit: Half month rent security deposit
-	Tenant insurance and reference check required
-	No pets, no smoking (sorry)

This is a brand new building therefore only stock photos are currently available. Website: https://amacon.com/imperial/features/.
Please respond to this posting with an introduction of the potential tenants and availability for showing times.    "
